"patent_id"	"latin_name"	"plant_variety"
"PP20748"	"Magnolia soulangeana×lilliflora"	"GENIE"
"PP34555"	"Rosa hybrida"	"1000 Wishes"
"PP23731"	"Chrysanthemum×morifolium"	"Autumn Moon"
"PP18675"	"Impatiens hawkeri"	"Tamar White Improved"
"PP22001"	"Malus hybrid"	"Bailears"
"PP31735"	"Peperomia caperata"	"Mendoza"
"PP26391"	"Calibrachoa sp."	"Duealrow"
"PP21207"	"Pelargonium×hortorum"	"Oglger9247"
"PP29264"	"Rosa hybrida"	"KORforst750"
"PP16652"	"Acer Rubrum"	"RT4"
"PP21736"	"Vaccinium corymbosum"	"Blue Moon"
"PP16239"	"Lilium hybrida"	"Tiny Hope"
"PP24580"	"Prunus persica"	"Burpeachthirtytwo"
"PP18034"	"Pelargonium×hortorum"	"Dueamanda"
"PP32168"	"Ranunculus asiaticus"	"ABOTSO"
"PP34735"	"Olea europaea L."	"I-42"
"PP25936"	"Trifolium repens"	"TFLRG05-0"
"PP32552"	"Veronica longifolia x Veronica spicata"	"Allartist"
"PP33129"	"Calibrachoa sp."	"KLECA18408"
"PP35456"	"Leucanthemum x superbum (Bergmans ex J.W.Ingram) D.H.Kent"	"Seventh Heaven"
"PP32848"	"Salvia pratensis hybrid"	"Snow Kiss"
"PP27904"	"Baptisia hybrid"	"Sparkling Sapphires"
"PP20113"	"Petunia hybrid"	"KLEPH07140"
"PP16143"	"Rosa hybrida"	"Poulcs012"
"PP29646"	"Zantedeschia sprengeri"	"Santiago"
"PP35834"	"Rubus. idaeus L."	"ABB 132"
"PP16290"	"Hosta sieboldiana"	"Eskimo Pie"
"PP34132"	"Vaccinium (interspecific crosses of V. australe, V. darrowi, V. ashei and V. corymbosum)"	"CAU-01"
"PP21336"	"Kalanchoe blossfeldiana"	"Fuji-San"
"PP23455"	"Rosa hybrida"	"WEKfunk"
"PP18774"	"Citrus sinensis"	"M7"
"PP29007"	"Lagerstroemia indica"	"G2X133181"
"PP33999"	"Chrysanthemum x morifolium"	"CIFZ0083"
"PP32243"	"Lagerstroemia (L.) hybrid"	"‘Perky Pink’"
"PP34136"	"Citrus x clementina"	"AECO1"
"PP21398"	"Dianthus×hybrida"	"WP08 IAN04"
"PP32477"	"Nothogemus x Aliceara"	"CAMBAMIM"
"PP30647"	"Dahlia variabilis"	"G14402DAHL"
"PP23354"	"Rosa hybrida"	"Meimirrote"
"PP18798"	"Hypericum androsaemum"	"Seideep"
"PP28315"	"Mandevilla hybrid"	"INMANREDSCAR"
"PP23393"	"Sedum reflexum"	"Nonah"
"PP22093"	"Heuchera spp."	"Lipstick"
"PP18127"	"Heuchera hybrid"	"Rave On"
"PP15501"	"Rosa hybrida"	"Meimanesk"
"PP26955"	"Hydrangea macrophylla"	"SMHMNUFB1"
"PP25289"	"Lobelia erinus"	"KLELE12472"
"PP22941"	"Calibrachoa sp."	"USCAL58205"
"PP28078"	"Prunus persica"	"Smooth Texan Three"
"PP26198"	"Begonia×tuberhybrida"	"Lemon Rose"
"PP26381"	"Verbena hybrida"	"Duempviobu"
"PP29967"	"Fragaria x ananassa"	"Malibu (a.k.a. ‘109221’)"
"PP24991"	"Pelargonium peltatum"	"Duegbofder"
"PP23107"	"Fragaria×ananassa"	"DrisStrawEighteen"
"PP18044"	"Impatiens hawkeri"	"Tamar Dark Salmon"
"PP25007"	"Malus domestica Borkh."	"ASFARI"
"PP34577"	"Geranium x cantabrigiense"	"‘INTENSE’"
"PP18821"	"Lantana camara"	"Tropical Fruit"
"PP16136"	"Impatiens hawkeri"	"Visinflila"
"PP18723"	"Argyranthemum frutescens"	"Arg Whit"
"PP16974"	"Pelargonium×hortorum"	"Fisroweiss"
"PP22661"	"Euphorbia pulcherrima"	"Fisearltez"
"PP26593"	"Echinacea hybrid"	"Sensation Pink"
"PP30149"	"Hibiscus syriacus"	"THEISSHSSTL"
"PP34455"	"Echinacea hybrida"	"‘IFECSSWP’"
"PP29316"	"Carya illinoinensis"	"Whiddon"
"PP23221"	"Impatiens hawkeri"	"Vinfeleche"
"PP21992"	"Arctotis acaulis"	"On The Red"
"PP25469"	"Cornus alba"	"Chovozam"
"PP33771"	"Anthurium andraeanum L."	"ANTHGLAM"
"PP31454"	"Dianthus hybrid"	"Appleblossom Burst"
"PP22235"	"Petunia hybrid"	"Bluette Strawberry Sundae RS"
"PP18464"	"Chrysanthemum morifolium"	"Danat213"
"PP31972"	"Chrysanthemum x morifolium"	"CIDZ0099"
"PP17902"	"Lobelia richardii"	"Grülo 02"
"PP33475"	"Fragaria ananassa"	"SB_10_86-107"
"PP25741"	"Pyrus communis"	"ANP-0118"
"PP31697"	"Rosa hybrida"	"KORpot087"
"PP26613"	"Sambucus racemosa"	"SMNSRD4"
"PP18537"	"Prunus species"	"Escort"
"PP24190"	"Kniphofia uvaria"	"KNI610"
"PP25699"	"Fragaria ×ananassa"	"DrisStrawFortyOne"
"PP34164"	"Prunus salicina"	"Suplum64"
"PP21479"	"Hibiscus moscheutos"	"Stardust"
"PP27391"	"Petunia×hybrida"	"USTUN61801"
"PP27393"	"Stenotaphrum secundatum (Walt.) Kuntze"	"DALSA 0605"
"PP32294"	"Helenium autumnale"	"HEMZ0003"
"PP23609"	"Prunus persica"	"Aspen White"
"PP33866"	"Coreopsis hybrid"	"Baluptred"
"PP15559"	"Malus mill."	"Uebo"
"PP15528"	"Tiarella spp."	"Candy Striper"
"PP35700"	"Hydrangea paniculata"	"HP221903"
"PP21071"	"Rosa hybrida"	"Meirysett"
"PP17988"	"Penstemon hartwegii Benth"	"Pheni Reeda"
"PP23947"	"Impatiens hawkeri"	"Duemagbu"
"PP28674"	"Iberis amara"	"White Heat"
"PP34069"	"Rubus L. subgenus Rubus"	"DrisBlackTwentyFive"
"PP29769"	"Nandina domestica"	"NanSid3"
"PP28172"	"Prunus persica"	"Royal Zest Two"
"PP25506"	"Lantana camara"	"DANTAN30"
"PP30611"	"Pelargonium interspecific"	"PEQZ0047"
"PP19770"	"Chrysanthemum×morifolium"	"Currant Yoirvine"
"PP22866"	"Sedum sp."	"Chocolate Drop"
"PP15764"	"Calibrachoa sp."	"Sunbelho"
"PP21121"	"Osteospermum ecklonis"	"KLEOE08161"
"PP17302"	"Pelargonium×hortorum"	"Freedom"
"PP19348"	"Argyranthemum×hybrida"	"Ohmadsaca"
"PP31211"	"Phalaenopsis hybrida"	"White Mollie"
"PP34459"	"Sedum adolphi"	"‘SUNSTAR’"
"PP19735"	"Phlox hybrida"	"Wespovio"
"PP30946"	"Phalaenopsis hybrid"	"PHALGOSEP"
"PP35261"	"Anemone L."	"MACANE044"
"PP31051"	"Phalaenopsis hybrid"	"PHALGALYI"
"PP16443"	"Chrysanthemum morifolium"	"Vamp Time Improved"
"PP28948"	"Aloe aristata"	"AMIAL1614"
"PP23848"	"Callistemon rigidus"	"RutCall"
"PP23744"	"Vitis vinifera"	"IFG Nine"
"PP21643"	"Verbena hybrida"	"AKIV344-01"
"PP33168"	"Sansevieria trifasciata"	"HANSOTI21"
"PP33241"	"Verbena hybrida"	"VEAZ0062"
"PP17533"	"Chrysanthemum×morifolium"	"Yogwendolyn"
"PP19400"	"Agastache mexicana"	"AGA 104"
"PP29717"	"Rosa hybrid"	"Poulpah088"
"PP30329"	"Viburnum carlesii"	"Fit 2B Tied"
"PP24964"	"Mandevilla lindl"	"SGred8"
"PP18335"	"Syzygium australe"	"4tune8one"
"PP31027"	"Pennisetum alopecuroides"	"Tift PA5"
"PP32308"	"Cotoneaster xsuecicus"	"Emerald Beauty"
"PP24126"	"Verbena hybrida"	"VEAZ0015"
"PP16015"	"Verbena hybrida"	"USBENA291"
"PP18865"	"Phormium tenax"	"PHORD1"
"PP26018"	"Rosa hybrid"	"Poulpal055"
"PP16297"	"Petunia hybrida"	"Sunpatiki"
"PP28854"	"Prunus persica var. nucipersica"	"Arctic Zee"
"PP20147"	"Hydrangea macrophylla"	"Sidastel"
"PP26734"	"Gardenia jasminoides"	"Genie-2"
"PP25721"	"X Heucherella hybrid"	"Glacier Falls"
"PP35625"	"Petunia×hybrida"	"DOPETSWEEBAPI98"
"PP22259"	"Hydrangea macrophylla"	"Hokomac"
"PP25475"	"Ilex×meserveae"	"Hach 1"
"PP29394"	"Agastache hybrid"	"Velvet Crush"
"PP26247"	"Hamelia patens"	"Grelmsiz"
"PP31395"	"Heuchera hybrid"	"Mahogany Monster"
"PP27478"	"Catharanthus roseus"	"Suncatha 224"
"PP29203"	"Coreopsis rosea×Coreopsis verticillata"	"URITW01"
"PP31014"	"Lantana camara L."	"LANZ0018"
"PP34538"	"Vitis vinifera"	"‘SV28-100-202’"
"PP25620"	"Begonia boliviensis"	"BKPBEBVSL"
"PP27259"	"Leucanthemum×superbum (L. Burbank)"	"Whoops-a-Daisy"
"PP28292"	"Anthurium andreanum L."	"ANTHDOTXI"
"PP32641"	"Petunia X hybrida"	"BBTUN91601M2"
"PP16865"	"Phlox paniculata"	"Junior Bouquet"
"PP30991"	"Phalaenopsis hybrid"	"PHALFUEIM"
"PP15855"	"Chrysanthemum morifolium"	"Athena"
"PP29095"	"Mahonia hybida"	"cv. sPg-15-1"
"PP25386"	"Vaccinium corymbosum hybrid"	"Last Call"
"PP27669"	"Lobularia maritima"	"DLOBUBPINK"
"PP30564"	"Fragaria X ananassa Duchesne"	"Florida Brilliance"
"PP16423"	"Ornithogalum Conicum×dubium"	"Namib Gold"
"PP15988"	"Verbena hybrida"	"Wesverscar"
"PP21672"	"Petunia×hybrida"	"Dueswebermo"
"PP34874"	"Hibiscus rosa-sinensis"	"HQ297"
"PP15597"	"Fragaria ananassa"	"PS-2880"
"PP35828"	"Vaccinium corymbosum"	"FCM17-132"
"PP35044"	"Coleus scutellarioides"	"UF19-82-2"
"PP30937"	"Humulus lupulus"	"J-007"
"PP31347"	"Citrus reticulata hybrid"	"Marathon"
"PP19434"	"Vaccinium macrocarpon Ait"	"CNJ97-105-4"
"PP27025"	"Rosa hybrid"	"Poulpal058"
"PP31071"	"Rosa hybrid"	"Poulpar108"
"PP33302"	"Calibrachoa parviflora"	"Docalblotipi"
"PP16650"	"Pelargonium zonale"	"Fishimred"
"PP20067"	"Argyranthemum frutescens"	"SY TAG 5006"
"PP27457"	"Phalaenopsis hybrid"	"PHALDOQAH"
"PP22545"	"Rhododendron sp."	"MNIHAR010"
"PP20492"	"Metrosideros collina"	"Tahitian Sunset"
"PP29227"	"Phalaenopsis hybrida"	"FLOR254033"
"PP23794"	"Rosa hybrida"	"KORpot008"
"PP21580"	"Citrus hydrida"	"Garbi"
"PP28969"	"Weigela hybrida"	"VUKOZGEMINI"
"PP34867"	"Rubus subgenus Rubus Watson"	"APF-268"
"PP35464"	"Lavandula stoechas"	"Anouk Deluxe 1802"
"PP21337"	"Kalanchoe blossfeldiana"	"Paso"
"PP16768"	"Impatiens hawkeri"	"Danhardalil"
"PP28926"	"Sedum ellacombianum"	"Cutting Edge"
"PP16827"	"Calibrachoa sp."	"Sunbelsu"
"PP35215"	"Vitis vinifera"	"Itumtwelve"
"PP20688"	"Citrus reticulata"	"Valley Gold"
"PP35539"	"Cynodon dactylon (L.) Pers. X C. transvaalensis Burtt-Davy"	"OKC3920"
"PP21490"	"Pelargonium zonale"	"Duevicher09"
"PP25692"	"Malus domestica"	"Wiltons Star"
"PP15582"	"Sedum spectabile"	"Samuel Oliphant"
"PP31178"	"Angelonia angustifolia"	"Anwedg116"
"PP23588"	"Diascia barbarae"	"Dala Depsam"
"PP23073"	"Lupinus hybrid"	"Desert Sun"
"PP26215"	"Chamelaucium uncinatum"	"EARLY NIR"
"PP35413"	"Chrysanthemum x morifolium"	"CIFZ0089"
"PP26745"	"Rosa hybrida"	"Protatu"
"PP26810"	"Begonia hybrid"	"Enchanted Sunrise"
"PP17196"	"Rosa hybrida"	"BAIief"
"PP20167"	"Malus adstringens"	"Durleo"
"PP25502"	"Rubus L. subgenus Rubus"	"DrisBlackSix"
"PP30443"	"Heuchera hybrid X Heuchera villosa"	"Rex Purple"
"PP17820"	"Chrysanthemum×morifolium"	"Jeanny Salmon"
"PP16691"	"Lavandula stoechas"	"Belros"
"PP17540"	"Aglaonema hybrida"	"Calypso"
"PP27172"	"Clematis hybdrid"	"Zo09113"
"PP25267"	"Anigozanthos hybrid"	"Rambofling"
"PP26769"	"Prunus persica (L.) Batsch"	"CAKEREVE"
"PP23963"	"Tradescantia andersoniana"	"Good Luck"
"PP19524"	"Rosa hybrida"	"KORmixosia"
"PP32241"	"Hydrangea macrophylla"	"H218913"
"PP16114"	"Prunus Cerasus×(P. Cerasus×P. Maaki)"	"LC-52"
"PP25501"	"Malus domestica (Borkh.)"	"ROSALIE"
"PP23191"	"Calibrachoa hybrid"	"KLECA09204"
"PP24865"	"Impatiens hawkeri"	"DHAR397"
"PP17509"	"Rosa hybrid"	"Poulpah033"
"PP26267"	"Cordyline banksii"	"Sprilecflash"
"PP33789"	"Chrysanthemum X morifolium"	"Zanmusweet"
"PP32799"	"Rubus idaeas L."	"Crimson Treasure"
"PP34791"	"Prunus persica (L.) Batsch var. nucipersica (Suckow) C.K. Schneid."	"‘SWEET REI’"
"PP18025"	"Pelargonium×hortorum"	"KLEP03107"
"PP18597"	"Echinacea purpurea"	"Avalanche"
"PP28905"	"Ilex×hybrida"	"EN2"
"PP30563"	"xHeucherella hybrid"	"Spicy Lime"
"PP17704"	"Clematis viticella"	"EVIpo009"
"PP16810"	"Petunia×hybrida"	"Keipamipihas"
"PP19193"	"Osteospermum ecklonis"	"Sunny Bianco"
"PP24259"	"Humulus lupulus"	"HBC 342"
"PP32668"	"Magnolia hybrid"	"MGYOD209A"
"PP22561"	"Neoregelia princeps×(Neoregelia hydrid×Neoregelia carolinae)"	"Romance"
"PP31966"	"Clematis integrifolia"	"Evipo094"
"PP21036"	"Dahlia sp."	"DASEKSTEN"
"PP22337"	"Euphorbia pulcherrima Willd."	"PER3809A"
"PP33453"	"Ternstroemia gymnanthera"	"WMN-01"
"PP27321"	"Myrica rubra"	"N1MR09"
"PP29715"	"Astilbe arendsii X Astilbe japonica"	"Whiteberry"
"PP32745"	"Vaccinium hybrid"	"NS 13-5"
"PP26941"	"Dianella caerulea"	"DCGL"
"PP29062"	"Euphorbia milii"	"FL 854 1"
"PP19028"	"Calibrachoa×hybrida"	"Balcabplo"
"PP31560"	"Leucanthemum x superbum"	"Real Deal"
"PP26099"	"Impatiens×hybrida"	"Balbouite"
"PP19580"	"Monarda didyma"	"ACrade"
"PP22211"	"Phlox paniculata"	"Barsixty"
"PP30497"	"Chrysanthemum X morifolium"	"Fichrymeror"
"PP35235"	"Hibiscus rosa-sinensis"	"Pink Punch Wind"
"PP22055"	"Caladium×hortulanum"	"UF331"
"PP31811"	"Pelargonium zonale"	"KLEPZ18546"
"PP27459"	"Phalaenopsis hybrid"	"PHALIFSIB"
"PP35342"	"Coleus scutellarioides"	"UF20-144-1"
"PP34129"	"Alocasia hybrida"	"AP091520"
"PP18717"	"Rosa hybrida"	"AUSdecorum"
"PP33762"	"Achillea ptarmica"	"DACHFULMON"
"PP18658"	"Rubus idaeus"	"Rubus"
"PP21025"	"Nemesia hybrida"	"KLENH08446"
"PP18339"	"Dahlia variabilis"	"Knockout"
"PP23569"	"Rosa hybrida"	"Radsouth"
"PP30458"	"Pelargonium zonale"	"KLEPZ17435"
"PP33670"	"Impatiens hawkeri"	"Dongiwirola"
"PP29277"	"Hibiscus rosa-sinensis"	"DUP-PTF"
"PP31127"	"Nepeta hybrid"	"Cat's Pajamas"
"PP15812"	"Rosa hybrida"	"POULhi016"
"PP16568"	"Senecio cruentus×Senecio heritieri"	"Sunsenerapi"
"PP24365"	"Phalaenopsis hybrid"	"Humming Bird"
"PP26752"	"Impatiens hawkeri"	"Kirocolete"
"PP22864"	"Calibrachoa sp."	"KLECA10219"
"PP26839"	"Prunus persica"	"Sauzee Jewel"
"PP15894"	"Argyranthemum frutescens"	"Supacrest"
"PP19572"	"Guzmania conifera"	"Bel-Air"
"PP35389"	"Quercus alba"	"QAMTF"
"PP18273"	"Nemesia caerulea×Nemesia strumosa"	"Kirine-13"
"PP27903"	"Cynara scolymus"	"SJ215"
"PP20894"	"Lavendula hybrida"	"Larkman Hazel"
"PP17880"	"Verbena hybrida"	"Duefarsopi"
"PP24260"	"Leucanthemum×superbum"	"Bridal Bouquet"
"PP19364"	"Coreopsis"	"Full Moon"
"PP26969"	"Gaillardia×grandiflora"	"Celebration"
"PP34893"	"Chrysanthemum X morifolium"	"DLFESKO2"
"PP34506"	"Phlox paniculata L."	"Backlight"
"PP23711"	"Spathiphyllum hybrid"	"S41"
"PP30164"	"Agapanthus hybrid"	"SDB002"
"PP16328"	"Ananas comosus"	"Honey Gold"
"PP24461"	"Senecio cruentus×Senecio heritierii"	"Sunsenekabapi"
"PP15985"	"Alstroemeria hybrida"	"Zalsadim"
"PP22569"	"Penstemon spp."	"Strawberry Taffy"
"PP34419"	"Amsonia hubrichtii (Woodson)"	"‘String Theory’"
"PP30785"	"Calibrachoa sp."	"BBCAL82201"
"PP28742"	"Dahlia hybrid Cav."	"DAHZ0014"
"PP29707"	"Magnolia hybrida"	"Melissa Parris"
"PP32638"	"Begonia x tuberhybrida"	"Kerbespicup"
"PP34350"	"Dracaena trifasciata"	"OSV Sans 001"
"PP26649"	"Prunus persia (l.) batsch"	"Crispdiva"
"PP19897"	"Hakonechloa macra"	"Naomi"
"PP25207"	"Mandevilla hybrida"	"Sunparaoros"
"PP20734"	"Ajuga×tenorii"	"Mint Chip"
"PP22080"	"Buddleja weyeriana×Buddleja davidii"	"Podaras #1"
"PP32821"	"Rosa hybrida"	"MEITULACA"
"PP32405"	"Tulbaghia hybrid"	"Flamingo"
"PP18421"	"Calibrachoa sp."	"USCALI212-1"
"PP31650"	"Vaccinium corymbosum L."	"DrisBlueSeventeen"
"PP24929"	"Lavandula angustifolia"	"SuperBlue"
"PP24272"	"Helleborus niger×Helleborus hybridus"	"COSEH 960"
"PP35898"	"Rubus L. subgenus Rubus"	"DrisBlackThirtyTwo"
"PP16729"	"Spathiphyllum Schott."	"Improbra"
"PP18257"	"Petunia×hybrida"	"PET0601"
"PP27820"	"Penstemon barbatus"	"Novapenrub"
"PP20169"	"Anigozanthos hybrid"	"Rambodiam"
"PP18498"	"Petunia hybrida"	"Petrosena"
"PP24387"	"Phalaenopsis hybrid"	"Silver Light"
"PP29124"	"Pistacia atlantica×Pistacia integerrima"	"UCB1-D154"
"PP20641"	"Cuphea×hybrida"	"Ballistic"
"PP22632"	"Rosa hybrid"	"Poultc015"
"PP18476"	"Hydrangea macrophylla"	"RIE 13"
"PP36255"	"Baptisia hybrid"	"PIIBAP-06-21"
"PP24390"	"Phalaenopsis hybrid"	"SUPHAL1202"
"PP29500"	"Rosa hybrida"	"KORgeriora"
"PP25228"	"Chrysanthemum×morifolium"	"Jasoda Dark Yellow"
"PP18638"	"Calibrachoa sp."	"Sunbelsupu"
"PP33225"	"Vaccinium corymbosum L."	"FLR14-372"
"PP33309"	"Hibiscus hybrid (L.)"	"Spinderella"
"PP29031"	"Coreopsis grandiflora"	"DCORGLOW"
"PP23673"	"Mandevilla Sanderi"	"Lannebraska"
"PP30943"	"Chrysanthemum X morifolium"	"Arluno Dark Pink"
"PP34236"	"Prunus persica"	"Pearlicious XXIV"
"PP18014"	"Impatiens walleriana"	"Silte Pinkcie"
"PP27182"	"Lavandula×intermedia"	"Bridget Chloe"
"PP20143"	"Petunia hybrid"	"KLEPH07119"
"PP23958"	"Alyogyne huegelii×hakeifolia"	"HUTWOW"
"PP34513"	"Senecio cruentus"	"Sene Isiimi"
"PP31374"	"Phygelius x rectus"	"TNPHYCY"
"PP34273"	"Fragaria x ananassa"	"DrisStrawNinety"
"PP19597"	"Impatiens×hybrida"	"SAKIMP013"
"PP21577"	"Rosa hybrida"	"ORAclelon"
"PP28843"	"Impatiens×hybrida"	"Balbouvimp"
"PP32348"	"Vaccinium corymbosum"	"ZF08-029"
"PP24826"	"Coreopsis hybrid"	"Summer Punch"
"PP15791"	"Sanguisorba menziesii"	"Dali Marble"
"PP23292"	"Clematis sp."	"Beautiful Bride"
"PP25492"	"Calibrachoa sp."	"Duealtiman"
"PP29018"	"Begonia hybrida"	"KRBELAT02"
"PP31980"	"Phalaenopsis hybrid"	"PHALFOFEEP"
"PP35146"	"Weigela florida"	"VERWEIG9"
"PP18980"	"Osteospermum hybrida"	"Kakegawa AU20"
"PP17305"	"Rosa hybrida"	"WEKosupalz"
"PP16331"	"Osteospermum ecklonis (DC) T. Norl."	"Sunny Stephanie"
"PP19543"	"Argyranthemum frutescens"	"HH140"
"PP17713"	"Verbena×hybrida"	"Carpuvi"
"PP17130"	"Verbascum hybrid"	"Blushing Bride"
"PP22689"	"Lavandula stoechas"	"Patleigh"
"PP24551"	"Vitis vinifera"	"IFG Eleven"
"PP35452"	"Rosa hybrida"	"MEILPIQUET"
"PP21427"	"Ornithogalum thyrsoides"	"Bethlehem"
"PP25323"	"Phalaenopsis hybrid"	"SUPHAL1302"
"PP22247"	"Fragaria×ananassa"	"DrisStrawSixteen"
"PP33461"	"Dianthus hybrida"	"KonD1400K6"
"PP25906"	"Petunia sensu wijsman"	"DRAY67"
"PP32265"	"Rosa hybrida"	"DELFLOBLA"
"PP25923"	"Berberis thunbergii"	"24kagozam"
"PP36361"	"Campanula medium"	"CHAMELEON PINK BLUSH"
"PP33199"	"Rosa hybrida"	"Poulpah104"
"PP17496"	"Dianthus caryophyllus"	"Yoder Point"
"PP17685"	"Rosa hybrida"	"AUSjive"
"PP18418"	"Gazania hybrida"	"Suga119"
"PP22366"	"Mandevilla×amabilis"	"Sunparakama"
"PP25293"	"Tulbaghia violacea"	"Hinetul1"
"PP28204"	"Buddleia hybrid"	"Little Angel"
"PP18311"	"Verbascum hybrid ((V. phoeniceum×dumulosum)×V. bombyciferum, Arctic Summer)"	"Gold Nugget"
"PP27922"	"Zantedeschia sprengeri"	"Las Vegas"
"PP26610"	"Prunus persica (subspecies nucipersica)"	"Burnecttwentyeight"
"PP19160"	"Impatiens hawkeri"	"Balcebink"
"PP28977"	"Stevia rebaudiana"	"SW 227"
"PP26689"	"Chrysanthemum×morifolium"	"Jasoda Dark Pink Imp"
"PP20235"	"EXOTIC ORCHID"	"White Knight"
"PP17718"	"Clematis viticella"	"EVIpo004"
"PP28654"	"Salvia nemorosa"	"Bareulbecilas"
"PP27832"	"Buddleia hybrid (L.)"	"Glass Slippers"
"PP21526"	"Helleborus orientalis"	"HLR 140"
"PP27265"	"Phlox carolina ssp. carolina×Phlox carolina ssp. angusta"	"Solar Flare"
"PP29711"	"Tradescantia albiflora"	"Nanouk"
"PP35923"	"Ilex verticillata"	"B-1-17"
"PP31343"	"Delosperma hybrid"	"Fig Fusion"
"PP24946"	"Mallus domestica Mill"	"PremA96"
"PP32590"	"Ranunculus asiaticus"	"ABORIONE"
"PP31129"	"Leucanthemum superbum"	"DLEULUCGRC"
"PP20543"	"Pelargonium peltatum"	"Figradol Red"
"PP26531"	"Argyranthemum×hybrida"	"Bonmad 11277"
"PP30198"	"Alocasia zebrina"	"AARALZE001"
"PP22471"	"Prunus persica"	"Pearl Time"
"PP31723"	"Hibiscus hybrid (L.)"	"15011 GR"
"PP25910"	"Rosa hybrid"	"Poulht008"
"PP24465"	"Citrus reticulata"	"WG3"
"PP30203"	"Echinacea hybrida"	"BLUS302"
"PP28149"	"Vaccinium hybrid"	"EB 9-2"
"PP20783"	"Tropaeolium hybrida"	"Ahiru no Ashi"
"PP24767"	"Coreopsis verticillata"	"Sylvester"
"PP20109"	"Acer truncatum"	"WF-AT1"
"PP29363"	"Rosa hybrid"	"Poulpar099"
"PP17809"	"Rosa hybrida"	"Evera 141"
"PP21415"	"Fragaria ananassa"	"Reliance"
"PP34840"	"Scaevola aemula"	"Bonsc 16100"
"PP15556"	"Chrysanthemum morifolium"	"Hercules"
"PP19203"	"Pelargonium×hortorum"	"FIWOPI"
"PP33691"	"Echinacea hybrid"	"FOUNT546"
"PP32301"	"Prunus dulcis"	"Buralmondthree"
"PP29344"	"Philodendron selloum"	"PHM1"
"PP23238"	"Petunia sensu Wijsman"	"DLITT258"
"PP27403"	"Salix chaenomeloides"	"Lubbers Zwart"
"PP22262"	"Achillea millefolium"	"Peachy Seduction"
"PP17437"	"Chrysanthemum×morifolium"	"Yogolden Gate"
"PP26627"	"Hemerocallis hybrid"	"DHEMORANGE"
"PP33104"	"Calibrachoa sp."	"KLECA18503"
"PP21047"	"Coreopsis sp."	"Sangria"
"PP22355"	"Actinidia chinensis"	"ZESY002"
"PP25297"	"Mangifera indica L."	"NOA"
"PP32065"	"Pelargonium hybrida"	"G17004"
"PP28723"	"Prunus persica (L.) Batsch"	"CRISPDREAM"
"PP32840"	"Osteospermum ecklonis Norl."	"KLEOE20555"
"PP24635"	"Rosa hybrid"	"Poulpal036"
"PP22755"	"Sedum telephium"	"Raspberry Truffle"
"PP21611"	"Rosa hybrida"	"Scrivjean"
"PP26480"	"Argyranthemum frutescens"	"SUN 370"
"PP22344"	"Scaevola aemula"	"Wesscaesun"
"PP34406"	"Prunus laurocerasus"	"‘Miniredia’"
"PP21300"	"Malus domestica"	"Campbell Jonathan"
"PP18643"	"Papaver orientale"	"White Ruffles"
"PP35735"	"Hibiscus rosa-sinensis"	"JBG AH-59"
"PP36071"	"Malus x domestica"	"MAIA-AM"
"PP32851"	"Interspecific Prunus species"	"Flavorzee-517"
"PP20053"	"Argyranthemum frutescents"	"ARCTIC BUTTERFLY"
"PP29954"	"Campanula hybrid"	"PKM06"
"PP20198"	"Veronica austriaca×Veronica spicata"	"Baby Blue"
"PP36127"	"Begonia rex"	"Summer Storm"
"PP30426"	"Fragaria x ananassa"	"Sangria"
"PP16629"	"Acer buergerianum"	"ABMTF"
"PP30628"	"Malus domestica"	"HC2-1"
"PP25929"	"Leucanthemum×superbum"	"Snowbound"
"PP32572"	"Rudbeckia hirta"	"RUDLU203"
"PP16945"	"Euphorbia pulcherrima (Willd.)"	"Fisholly"
"PP20123"	"Papaver orientale"	"Flamenco Dancer"
"PP33336"	"Pelargonium x hortorum X Pelargonium peltatum"	"Pactiovio"
"PP23561"	"Chrysanthemum×morifolium"	"Symild Yel"
"PP18176"	"Vriesea sp."	"Style"
"PP25493"	"Calibrachoa sp."	"Duealneovo"
"PP23856"	"Verbena×hybrida"	"Florbenacher"
"PP15944"	"Betula platyphylla"	"VerDale"
"PP17725"	"Fragaria ananassa"	"BG-1975"
"PP27868"	"Interspecific Prunus species"	"Seacliff"
"PP23020"	"Echinacea spp."	"Cranberry Cupcake"
"PP24062"	"Hibiscus hybrid (L.)"	"Berrylicious"
"PP19152"	"Mangifera indica L."	"Leopold"
"PP31369"	"Coreopsis hybrid"	"Glowing Embers"
"PP19921"	"Hedychium spp."	"Doctor Moy"
"PP22973"	"Rosa hybrida"	"AUSpanier"
"PP30452"	"Hydrangea macrophylla"	"H217905"
"PP35810"	"Ligularia hybrid; (L. japonica x dentata);"	"Big Green Tractor"
"PP20322"	"Dicentra formosa"	"Spring Magic"
"PP17778"	"Lantana compara"	"Robpatlol"
"PP21488"	"Pelargonium zonale"	"Duetemehopi"
"PP23059"	"Echinacea spp."	"Now Cheesier"
"PP23741"	"Prunus sp."	"Plumred VIII"
"PP23931"	"Canna×generalis"	"Maui Punch"
"PP29101"	"Rhaphiolepis indica"	"PS-2013-2"
"PP20636"	"Eryngium zabelii"	"Big Blue"
"PP33325"	"Rosa hybrida"	"WEKpupmobalip"
"PP20752"	"Prunus avium"	"Maddison"
"PP22996"	"Viola×wittrockiana"	"KERVIOCHEEKY"
"PP29014"	"Verbena hybrida"	"DVERDEPINK"
